ji,siann,un,tiau,pheng
"㭜","入","恭","下平","jiong5"
"氄","入","恭","下平","jiong5"
"襛","入","恭","下平","jiong5"
"狨","入","恭","下平","jiong5"
"松","時","恭","下平","siong5"
"淞","時","恭","下平","siong5"
"倯","時","恭","下平","siong5"
"崧","時","恭","下平","siong5"
"菘","時","恭","下平","siong5"
"嫦","時","恭","下平","siong5"
"庸","英","恭","下平","iong5"
"傭","英","恭","下平","iong5"
"墉","英","恭","下平","iong5"
"慵","英","恭","下平","iong5"
"鏞","英","恭","下平","iong5"
"鄘","英","恭","下平","iong5"
"容","英","恭","下平","iong5"
"㝐","英","恭","下平","iong5"
"傛","英","恭","下平","iong5"
"瑢","英","恭","下平","iong5"
"榕","英","恭","下平","iong5"
"溶","英","恭","下平","iong5"
"蓉","英","恭","下平","iong5"
"鎔","英","恭","下平","iong5"
"融","英","恭","下平","iong5"
"邛","語","恭","下平","giong5"
"筇","語","恭","下平","giong5"
"顒","語","恭","下平","giong5"
"雄","喜","恭","下平","hiong5"
"共","求","恭","下去","kiong7"
"仲","地","恭","下去","tiong7"
"重","地","恭","下去","tiong7"
"從","曾","恭","下去","tsiong7"
"𩉪","入","恭","下去","jiong7"
"訟","時","恭","下去","siong7"
"誦","時","恭","下去","siong7"
"頌","時","恭","下去","siong7"
"用","英","恭","下去","iong7"
"㞲","語","恭","下去","giong7"
"𡵜","語","恭","下去","giong7"
"陸","柳","恭","下入","liok8"
"𧌉","柳","恭","下入","liok8"
"僇","柳","恭","下入","liok8"
"戮","柳","恭","下入","liok8"
"磟","柳","恭","下入","liok8"
"穋","柳","恭","下入","liok8"
"蓼","柳","恭","下入","liok8"
"六","柳","恭","下入","liok8"
"菉","柳","恭","下入","liok8"
"綠","柳","恭","下入","liok8"
"醁","柳","恭","下入","liok8"
"錄","柳","恭","下入","liok8"
"籙","柳","恭","下入","liok8"
"逯","柳","恭","下入","liok8"
"局","求","恭","下入","kiok8"
"跼","求","恭","下入","kiok8"
"侷","求","恭","下入","kiok8"
"軸","地","恭","下入","tiok8"
"柚","地","恭","下入","tiok8"
"廸","地","恭","下入","tiok8"
"迪","地","恭","下入","tiok8"
"妯","地","恭","下入","tiok8"
"逐","地","恭","下入","tiok8"
"蓫","地","恭","下入","tiok8"
"篴","地","恭","下入","tiok8"
"辱","入","恭","下入","jiok8"
"溽","入","恭","下入","jiok8"
"𡏌","入","恭","下入","jiok8"
"褥","入","恭","下入","jiok8"
"蓐","入","恭","下入","jiok8"
"縟","入","恭","下入","jiok8"
"鄏","入","恭","下入","jiok8"
"肉","入","恭","下入","jiok8"
"月","入","恭","下入","jiok8"
"衂","入","恭","下入","jiok8"
"孰","時","恭","下入","siok8"
"𠅩","時","恭","下入","siok8"
"塾","時","恭","下入","siok8"
"熟","時","恭","下入","siok8"
"續","時","恭","下入","siok8"
"贖","時","恭","下入","siok8"
"俗","時","恭","下入","siok8"
"㒔","時","恭","下入","siok8"
"屬","時","恭","下入","siok8"
"属","時","恭","下入","siok8"
"蜀","時","恭","下入","siok8"
"焇","時","恭","下入","siok8"
"育","英","恭","下入","iok8"
"毓","英","恭","下入","iok8"
"俼","英","恭","下入","iok8"
"鬻","英","恭","下入","iok8"
"儥","英","恭","下入","iok8"
"浴","英","恭","下入","iok8"
"欲","英","恭","下入","iok8"
"慾","英","恭","下入","iok8"
"鵒","英","恭","下入","iok8"
"喅","英","恭","下入","iok8"
"煜","英","恭","下入","iok8"
"昱","英","恭","下入","iok8"
"玉","語","恭","下入","giok8"
"鈺","語","恭","下入","giok8"
"獄","語","恭","下入","giok8"
"覶","柳","高","上平","lo1"
"褒","邊","高","上平","po1"
"僠","邊","高","上平","po1"
"嶓","邊","高","上平","po1"
"䑰","邊","高","上平","po1"
"菠","邊","高","上平","po1"
"高","求","高","上平","ko1"
"戈","求","高","上平","ko1"
"歌","求","高","上平","ko1"
"膏","求","高","上平","ko1"
"哥","求","高","上平","ko1"
"篙","求","高","上平","ko1"
"羔","求","高","上平","ko1"
"糕","求","高","上平","ko1"
"皋","求","高","上平","ko1"
"皐","求","高","上平","ko1"
"槔","求","高","上平","ko1"
"櫜","求","高","上平","ko1"
"過","求","高","上平","ko1"
"翱","求","高","上平","ko1"
"鼛","求","高","上平","ko1"
"柯","氣","高","上平","kho1"
"軻","氣","高","上平","kho1"
"窠","氣","高","上平","kho1"
"科","氣","高","上平","kho1"
"䈖","氣","高","上平","kho1"
"蝌","氣","高","上平","kho1"
"𠏀","氣","高","上平","kho1"
"珂","氣","高","上平","kho1"
"多","地","高","上平","to1"
"刀","地","高","上平","to1"
"𠊵","地","高","上平","to1"
"忉","地","高","上平","to1"
"舠","地","高","上平","to1"
"釖","地","高","上平","to1"
"魛","地","高","上平","to1"
"波","頗","高","上平","pho1"
"坡","頗","高","上平","pho1"
"玻","頗","高","上平","pho1"
"頗","頗","高","上平","pho1"
"皤","頗","高","上平","pho1"
"縚","他","高","上平","tho1"
"絛","他","高","上平","tho1"
"韜","他","高","上平","tho1"
"拖","他","高","上平","tho1"
"叨","他","高","上平","tho1"
"佗","他","高","上平","tho1"
"弢","他","高","上平","tho1"
"幍","他","高","上平","tho1"
"滔","他","高","上平","tho1"
"慆","他","高","上平","tho1"
"侳","曾","高","上平","tso1"
"傮","曾","高","上平","tso1"
"遭","曾","高","上平","tso1"
"糟","曾","高","上平","tso1"
"𡮦","曾","高","上平","tso1"
"搔","時","高","上平","so1"
"𤔢","時","高","上平","so1"
"𠋺","時","高","上平","so1"
"傞","時","高","上平","so1"
"些","時","高","上平","so1"
"沙","時","高","上平","so1"
"挱","時","高","上平","so1"
"娑","時","高","上平","so1"
"莎","時","高","上平","so1"
"騷","時","高","上平","so1"
"慅","時","高","上平","so1"
"唆","時","高","上平","so1"
"梭","時","高","上平","so1"
"鮻","時","高","上平","so1"
"臊","時","高","上平","so1"
"趖","時","高","上平","so1"
"簑","時","高","上平","so1"
"蓑","時","高","上平","so1"
"颾","時","高","上平","so1"
"㛖","時","高","上平","so1"
"𦞣","時","高","上平","so1"
"溞","時","高","上平","so1"
"窩","英","高","上平","o1"
"鍋","英","高","上平","o1"
"蝸","英","高","上平","o1"
"碢","英","高","上平","o1"
"萵","英","高","上平","o1"
"蒿","英","高","上平","o1"
"滈","英","高","上平","o1"
"𩰫","英","高","上平","o1"
"𩰮","英","高","上平","o1"
"阿","英","高","上平","o1"
"屙","英","高","上平","o1"
"疴","英","高","上平","o1"
"倭","英","高","上平","o1"
"猗","英","高","上平","o1"
"呵","英","高","上平","o1"
"訶","英","高","上平","o1"
"苛","英","高","上平","o1"
"鏖","英","高","上平","o1"
"瑳","出","高","上平","tsho1"
"磋","出","高","上平","tsho1"
"嵯","出","高","上平","tsho1"
"蹉","出","高","上平","tsho1"
"操","出","高","上平","tsho1"
"臊","出","高","上平","tsho1"
"饕","喜","高","上平","ho1"
"薅","喜","高","上平","ho1"
"蒿","喜","高","上平","ho1"
"訶","喜","高","上平","ho1"
"㗾","喜","高","上平","ho1"
"呵","喜","高","上平","ho1"
"老","柳","高","上上","lo2"
"㑎","柳","高","上上","lo2"
"䇭","柳","高","上上","lo2"
"栳","柳","高","上上","lo2"
"惱","柳","高","上上","lo2"
"瑙","柳","高","上上","lo2"
"腦","柳","高","上上","lo2"
"蠃","柳","高","上上","lo2"
"嫐","柳","高","上上","lo2"
"蓏","柳","高","上上","lo2"
"潦","柳","高","上上","lo2"
"保","邊","高","上上","po2"
"𠈃","邊","高","上上","po2"
"褓","邊","高","上上","po2"
"葆","邊","高","上上","po2"
"堡","邊","高","上上","po2"
"賲","邊","高","上上","po2"
"寶","邊","高","上上","po2"
"寳","邊","高","上上","po2"
"寚","邊","高","上上","po2"
"鴇","邊","高","上上","po2"
"果","求","高","上上","ko2"
"惈","求","高","上上","ko2"
"菓","求","高","上上","ko2"
"粿","求","高","上上","ko2"
"蜾","求","高","上上","ko2"
"裸","求","高","上上","ko2"
"躶","求","高","上上","ko2"
"餜","求","高","上上","ko2"
"裹","求","高","上上","ko2"
"杲","求","高","上上","ko2"
"嘅","求","高","上上","ko2"
"槀","求","高","上上","ko2"
"槁","求","高","上上","ko2"
"稿","求","高","上上","ko2"
"皜","求","高","上上","ko2"
"縞","求","高","上上","ko2"
"鎬","求","高","上上","ko2"
"薧","求","高","上上","ko2"
"可","氣","高","上上","kho2"
"坷","氣","高","上上","kho2"
"哿","氣","高","上上","kho2"
"舸","氣","高","上上","kho2"
"丂","氣","高","上上","kho2"
"𥬯","氣","高","上上","kho2"
"考","氣","高","上上","kho2"
"洘","氣","高","上上","kho2"
"栲","氣","高","上上","kho2"
"拷","氣","高","上上","kho2"
"攷","氣","高","上上","kho2"
"倒","地","高","上上","to2"
"禱","地","高","上上","to2"
"擣","地","高","上上","to2"
"搗","地","高","上上","to2"
"島","地","高","上上","to2"
"幬","地","高","上上","to2"
"朶","地","高","上上","to2"
"朵","地","高","上上","to2"
"刴","地","高","上上","to2"
"剁","地","高","上上","to2"
"躲","地","高","上上","to2"
"埵","地","高","上上","to2"
"叵","頗","高","上上","pho2"
"尀","頗","高","上上","pho2"
"跛","頗","高","上上","pho2"
"頗","頗","高","上上","pho2"
"妥","他","高","上上","tho2"
"討","他","高","上上","tho2"
"左","曾","高","上上","tso2"
"","曾","高","上上","tso2"
"早","曾","高","上上","tso2"
"蚤","曾","高","上上","tso2"
"𧎮","曾","高","上上","tso2"
"澡","曾","高","上上","tso2"
"藻","曾","高","上上","tso2"
"棗","曾","高","上上","tso2"
"瑣","時","高","上上","so2"
"𤨏","時","高","上上","so2"
"鎻","時","高","上上","so2"
"鎖","時","高","上上","so2"
"鏁","時","高","上上","so2"
"嫂","時","高","上上","so2"
"䈗","時","高","上上","so2"
"襖","英","高","上上","o2"
"妸","英","高","上上","o2"
"娿","英","高","上上","o2"
"婐","英","高","上上","o2"
"捰","英","高","上上","o2"
"拇","文","高","上上","bo2"
"胟","文","高","上上","bo2"
"𧿹","文","高","上上","bo2"
"嬷","文","高","上上","bo2"
"母","文","高","上上","bo2"
"厄","語","高","上上","go2"
"𡜮","語","高","上上","go2"
"草","出","高","上上","tsho2"
"艸","出","高","上上","tsho2"
"懆","出","高","上上","tsho2"
"騲","出","高","上上","tsho2"
"好","喜","高","上上","ho2"
"傐","喜","高","上上","ho2"
"𨲮","柳","高","上去","lo3"
"報","邊","高","上去","po3"
"𡙈","邊","高","上去","po3"
"播","邊","高","上去","po3"
"簸","邊","高","上去","po3"
"告","求","高","上去","ko3"
"箇","求","高","上去","ko3"
"个","求","高","上去","ko3"
"個","求","高","上去","ko3"
"過","求","高","上去","ko3"
"課","氣","高","上去","kho3"
"顆","氣","高","上去","kho3"
"騍","氣","高","上去","kho3"
"靠","氣","高","上去","kho3"
"犒","氣","高","上去","kho3"
"煰","氣","高","上去","kho3"
"𣹇","氣","高","上去","kho3"
"誥","氣","高","上去","kho3"
"到","地","高","上去","to3"
"破","頗","高","上去","pho3"
"套","他","高","上去","tho3"
"唾","他","高","上去","tho3"
"做","曾","高","上去","tso3"
"佐","曾","高","上去","tso3"
"侳","曾","高","上去","tso3"
"竈","曾","高","上去","tso3"
"灶","曾","高","上去","tso3"
"燥","時","高","上去","so3"
"躁","時","高","上去","so3"
"掃","時","高","上去","so3"
"埽","時","高","上去","so3"
"𧶈","時","高","上去","so3"
"澳","英","高","上去","o3"
"奥","英","高","上去","o3"
"侉","英","高","上去","o3"
"隩","英","高","上去","o3"
"懊","英","高","上去","o3"
"啊","英","高","上去","o3"
"欸","英","高","上去","o3"
"操","出","高","上去","tsho3"
"挫","出","高","上去","tsho3"
"銼","出","高","上去","tsho3"
"脞","出","高","上去","tsho3"
"莝","出","高","上去","tsho3"
"剉","出","高","上去","tsho3"
"噪","出","高","上去","tsho3"
"慥","出","高","上去","tsho3"
"糙","出","高","上去","tsho3"
"造","出","高","上去","tsho3"
"蹉","出","高","上去","tsho3"
"勞","柳","高","下平","lo5"
"僗","柳","高","下平","lo5"
"撈","柳","高","下平","lo5"
"𤎤","柳","高","下平","lo5"
"澇","柳","高","下平","lo5"
"𤄷","柳","高","下平","lo5"
"籮","柳","高","下平","lo5"
"羅","柳","高","下平","lo5"
"蘿","柳","高","下平","lo5"
"囉","柳","高","下平","lo5"
"罹","柳","高","下平","lo5"
"鑼","柳","高","下平","lo5"
"𠈭","柳","高","下平","lo5"
"牢","柳","高","下平","lo5"
"嫪","柳","高","下平","lo5"
"驘","柳","高","下平","lo5"
"騾","柳","高","下平","lo5"
"螺","柳","高","下平","lo5"
"䜎","柳","高","下平","lo5"
"醪","柳","高","下平","lo5"
"𨣃","柳","高","下平","lo5"
"猱","柳","高","下平","lo5"
"哪","柳","高","下平","lo5"
"婆","邊","高","下平","po5"
"翗","求","高","下平","ko5"
"陶","地","高","下平","to5"
"他","地","高","下平","to5"
"佗","地","高","下平","to5"
"逃","地","高","下平","to5"
"𨓱","地","高","下平","to5"
"迯","地","高","下平","to5"
"匋","地","高","下平","to5"
"淘","地","高","下平","to5"
"萄","地","高","下平","to5"
"綯","地","高","下平","to5"
"鼗","地","高","下平","to5"
"檮","地","高","下平","to5"
"濤","地","高","下平","to5"
"䭾","地","高","下平","to5"
"駝","地","高","下平","to5"
"沱","地","高","下平","to5"
"拕","地","高","下平","to5"
"跎","地","高","下平","to5"
"陀","地","高","下平","to5"
"酡","地","高","下平","to5"
"鮀","地","高","下平","to5"
"桃","他","高","下平","tho5"
"曹","曾","高","下平","tso5"
"漕","曾","高","下平","tso5"
"槽","曾","高","下平","tso5"
"螬","曾","高","下平","tso5"
"艚","曾","高","下平","tso5"
"嘈","曾","高","下平","tso5"
"𡮦","曾","高","下平","tso5"
"瘥","曾","高","下平","tso5"
"峨","語","高","下平","go5"
"俄","語","高","下平","go5"
"哦","語","高","下平","go5"
"娥","語","高","下平","go5"
"珴","語","高","下平","go5"
"蛾","語","高","下平","go5"
"莪","語","高","下平","go5"
"誐","語","高","下平","go5"
"訛","語","高","下平","go5"
"吪","語","高","下平","go5"
"偽","語","高","下平","go5"
"譌","語","高","下平","go5"
"鵝","語","高","下平","go5"
"鼇","語","高","下平","go5"
"螯","語","高","下平","go5"
"鼉","語","高","下平","go5"
"囂","語","高","下平","go5"
"敖","語","高","下平","go5"
"嗷","語","高","下平","go5"
"廒","語","高","下平","go5"
"遨","語","高","下平","go5"
"鰲","語","高","下平","go5"
"驁","語","高","下平","go5"
"熬","語","高","下平","go5"
"𤎅","語","高","下平","go5"
"何","喜","高","下平","ho5"
"河","喜","高","下平","ho5"
"荷","喜","高","下平","ho5"
"訶","喜","高","下平","ho5"
"毫","喜","高","下平","ho5"
"壕","喜","高","下平","ho5"
"濠","喜","高","下平","ho5"
"㠙","喜","高","下平","ho5"
"蠔","喜","高","下平","ho5"
"豪","喜","高","下平","ho5"
"禾","喜","高","下平","ho5"
"和","喜","高","下平","ho5"
"龢","喜","高","下平","ho5"
"嗥","喜","高","下平","ho5"
"號","喜","高","下平","ho5"
"澇","柳","高","下去","lo7"
"僗","柳","高","下去","lo7"
"勞","柳","高","下去","lo7"
"撈","柳","高","下去","lo7"
"憦","柳","高","下去","lo7"
"嫪","柳","高","下去","lo7"
"𦗖","柳","高","下去","lo7"
"𢺑","柳","高","下去","lo7"
"哪","柳","高","下去","lo7"
"邏","柳","高","下去","lo7"
"暴","邊","高","下去","po7"
"虣","邊","高","下去","po7"
"膏","求","高","下去","ko7"
"道","地","高","下去","to7"
"衟","地","高","下去","to7"
"稻","地","高","下去","to7"
"蹈","地","高","下去","to7"
"炨","地","高","下去","to7"
"導","地","高","下去","to7"
"惰","地","高","下去","to7"
"悼","地","高","下去","to7"
"盗","地","高","下去","to7"
"盜","地","高","下去","to7"
"舵","地","高","下去","to7"
"坐","曾","高","下去","tso7"
"座","曾","高","下去","tso7"
"皁","曾","高","下去","tso7"
"皂","曾","高","下去","tso7"
"䜊","曾","高","下去","tso7"
"漕","曾","高","下去","tso7"
"造","曾","高","下去","tso7"
"帽","文","高","下去","bo7"
"冃","文","高","下去","bo7"
"磨","文","高","下去","bo7"
"餓","語","高","下去","go7"
"奡","語","高","下去","go7"
"臥","語","高","下去","go7"
"卧","語","高","下去","go7"
"鏊","語","高","下去","go7"
"傲","語","高","下去","go7"
"賀","喜","高","下去","ho7"
"荷","喜","高","下去","ho7"
"灝","喜","高","下去","ho7"
"顥","喜","高","下去","ho7"
"皓","喜","高","下去","ho7"
"號","喜","高","下去","ho7"
"皡","喜","高","下去","ho7"
"皞","喜","高","下去","ho7"
"和","喜","高","下去","ho7"
"昊","喜","高","下去","ho7"
"禍","喜","高","下去","ho7"
"㘞","喜","高","下去","ho7"
"浩","喜","高","下去","ho7"
"𧬂","喜","高","下去","ho7"
"譋","喜","高","下去","ho7"
"䜂","喜","高","下去","ho7"
"何","喜","高","下去","ho7"
"俰","喜","高","下去","ho7"
"𠶾","喜","高","下去","ho7"
"号","喜","高","下去","ho7"
"皆","求","皆","上平","kai1"
"偕","求","皆","上平","kai1"
"侅","求","皆","上平","kai1"
"喈","求","皆","上平","kai1"
"堦","求","皆","上平","kai1"
"湝","求","皆","上平","kai1"
"該","求","皆","上平","kai1"
"階","求","皆","上平","kai1"
"開","氣","皆","上平","khai1"
"揩","氣","皆","上平","khai1"
"懛","地","皆","上平","tai1"
"嶏","頗","皆","上平","phai1"
"台","他","皆","上平","thai1"
"苔","他","皆","上平","thai1"
"胎","他","皆","上平","thai1"
"駘","他","皆","上平","thai1"
"鮐","他","皆","上平","thai1"
"邰","他","皆","上平","thai1"
"擡","他","皆","上平","thai1"
"栽","曾","皆","上平","tsai1"
"哉","曾","皆","上平","tsai1"
"災","曾","皆","上平","tsai1"
"灾","曾","皆","上平","tsai1"
"菑","曾","皆","上平","tsai1"
"齋","曾","皆","上平","tsai1"
"亝","曾","皆","上平","tsai1"
"賳","曾","皆","上平","tsai1"
"顋","時","皆","上平","sai1"
"腮","時","皆","上平","sai1"
"鰓","時","皆","上平","sai1"
"䰄","時","皆","上平","sai1"
"篩","時","皆","上平","sai1"
"籭","時","皆","上平","sai1"
"犀","時","皆","上平","sai1"
